"abundance.hct_ctr"	"abundance.hct_ki"	"counts.hct_ctr"	"counts.hct_ki"	"length.hct_ctr"	"length.hct_ki"	"countsFromAbundance"
0	0	0	0	978.714285714286	978.714285714286	"no"
0	0	0	0	1187.52941176471	1187.52941176471	"no"
0	0	0	0	1325.7	1325.7	"no"
0	0	0	0	1973	1973	"no"
0	0	0	0	1306.6	1306.6	"no"
0	0	0	0	3285	3285	"no"
0	0	0	0	1371.3	1371.3	"no"
435.587499450141	0	2.66666667163376	0	5796.99999456294	5796.99999456294	"no"
0	0	0	0	1313.95	1313.95	"no"
0	0	0	0	2074.45454545455	2074.45454545455	"no"
0	157.08451146717	0	1.00000000000001	4859.5	4859.5	"no"
0	0	0	0	1564	1564	"no"
0	0	0	0	4001.16666666667	4001.16666666667	"no"
0	0	0	0	2245.18181818182	2245.18181818182	"no"
0	0	0	0	1596.36363636364	1596.36363636364	"no"
0	0	0	0	2381	2381	"no"
0	0	0	0	846.777777777778	846.777777777778	"no"
0	0	0	0	5200	5200	"no"
0	0	0	0	1809	1809	"no"
0	0	0	0	1333.125	1333.125	"no"
0	0	0	0	1215.83333333333	1215.83333333333	"no"
0	0	0	0	1678.5	1678.5	"no"
0	0	0	0	2059	2059	"no"
0	0	0	0	1241.675	1241.675	"no"
0	0	0	0	1709.8	1709.8	"no"
0	0	0	0	1662.68421052632	1662.68421052632	"no"
0	0	0	0	1869	1869	"no"
0	157.08451146717	0	1.00000000000001	1625	1625	"no"
0	0	0	0	2289.33333333333	2289.33333333333	"no"
0	0	0	0	2830.25	2830.25	"no"
0	0	0	0	2327.63636363636	2327.63636363636	"no"
0	0	0	0	2955.35714285714	2955.35714285714	"no"
0	0	0	0	1573	1573	"no"
0	0	0	0	794.555555555556	794.555555555556	"no"
0	0	0	0	1905.71428571429	1905.71428571429	"no"
0	0	0	0	1269.6	1269.6	"no"
0	0	0	0	1891.90909090909	1891.90909090909	"no"
0	0	0	0	2191	2191	"no"
0	0	0	0	2707.16666666667	2707.16666666667	"no"
0	0	0	0	3395.21428571429	3395.21428571429	"no"
0	0	0	0	757.142857142857	757.142857142857	"no"
0	0	0	0	1485.81818181818	1485.81818181818	"no"
0	0	0	0	4929	4929	"no"
0	0	0	0	1741	1741	"no"
0	0	0	0	1287.83333333333	1287.83333333333	"no"
0	0	0	0	1000.73333333333	1000.73333333333	"no"
0	0	0	0	2509.81818181818	2509.81818181818	"no"
0	157.08451146717	0	1.00000000000001	1691.14813070884	1657	"no"
0	0	0	0	1441.6	1441.6	"no"
0	0	0	0	1703	1703	"no"
0	0	0	0	2649.32	2649.32	"no"
0	0	0	0	2214.5	2214.5	"no"
0	0	0	0	1479.2	1479.2	"no"
0	0	0	0	2004.25	2004.25	"no"
0	0	0	0	4011.35714285714	4011.35714285714	"no"
0	0	0	0	1729.58823529412	1729.58823529412	"no"
0	0	0	0	2568.5	2568.5	"no"
0	0	0	0	2149.42857142857	2149.42857142857	"no"
0	0	0	0	1465.08333333333	1465.08333333333	"no"
0	0	0	0	2001.375	2001.375	"no"
0	0	0	0	3710.47058823529	3710.47058823529	"no"
0	0	0	0	2271.69230769231	2271.69230769231	"no"
0	0	0	0	1082.92857142857	1082.92857142857	"no"
0	0	0	0	1114.22222222222	1114.22222222222	"no"
7023.84841555058	9425.07068803023	43.0000000000006	60.0000000000004	461	461	"no"
0	0	0	0	1317.625	1317.625	"no"
0	0	0	0	1060.4	1060.4	"no"
0	0	0	0	1314	1314	"no"
326.690623979097	157.08451146717	2.00000000000003	1.00000000000001	974	974	"no"
0	0	0	0	1835.5	1835.5	"no"
0	0	0	0	2025.25990101682	2025.25990101682	"no"
0	314.169022934341	0	2.00000000000002	1810.01800528154	1810.03601074219	"no"
0	0	0	0	3548.42857142857	3548.42857142857	"no"
0	0	0	0	2504	2504	"no"
0	0	0	0	1819.30769230769	1819.30769230769	"no"
163.345311989548	0	1.00000000000001	0	3574	3574	"no"
0	0	0	0	1431.33333333333	1431.33333333333	"no"
0	0	0	0	1548.5	1548.5	"no"
0	0	0	0	2824.16666666667	2824.16666666667	"no"
0	0	0	0	1199.1875	1199.1875	"no"
0	0	0	0	2017.88888888889	2017.88888888889	"no"
0	0	0	0	1861.6	1861.6	"no"
0	0	0	0	1101.93333333333	1101.93333333333	"no"
0	0	0	0	1151	1151	"no"
0	0	0	0	2077.28571428571	2077.28571428571	"no"
0	157.08451146717	0	1.00000000000001	4737	4737	"no"
0	0	0	0	1992.9	1992.9	"no"
0	0	0	0	1550.14285714286	1550.14285714286	"no"
